"VERB"	"DECADE"	"verbs"	"nouns"	"freq"	"skewedness"
"451"	"DRINK"	1860	68.38	31.71	100.09	36.67
"452"	"DRINK"	1870	65.61	31.65	97.26	33.96
"453"	"DRINK"	1880	68.17	36.84	105.01	31.33
"454"	"DRINK"	1890	63.82	41.45	105.27	22.37
"455"	"DRINK"	1900	64.42	39.57	103.99	24.85
"456"	"DRINK"	1910	59.54	43.61	103.15	15.93
"457"	"DRINK"	1920	71.32	61.25	132.57	10.07
"458"	"DRINK"	1930	94.13	89.46	183.59	4.67
"459"	"DRINK"	1940	102.47	114.48	216.95	-12.01
"460"	"DRINK"	1950	106.32	117.06	223.38	-10.74
"461"	"DRINK"	1960	88.81	114.47	203.28	-25.66
"462"	"DRINK"	1970	96.6	123.1	219.7	-26.5
"463"	"DRINK"	1980	89.28	88.05	177.33	1.23
"464"	"DRINK"	1990	100.33	86.41	186.74	13.92
"465"	"DRINK"	2000	93.83	83.45	177.28	10.38
"466"	"DRIVE"	1860	164.32	12.91	177.23	151.41
"467"	"DRIVE"	1870	199.41	21.01	220.42	178.4
"468"	"DRIVE"	1880	164.42	18.49	182.91	145.93
"469"	"DRIVE"	1890	172.26	18.17	190.43	154.09
"470"	"DRIVE"	1900	170.18	20.98	191.16	149.2
"471"	"DRIVE"	1910	182.47	28.34	210.81	154.13
"472"	"DRIVE"	1920	186.29	32.19	218.48	154.1
"473"	"DRIVE"	1930	199.69	53.78	253.47	145.91
"474"	"DRIVE"	1940	213.59	62.37	275.96	151.22
"475"	"DRIVE"	1950	201.65	56.97	258.62	144.68
"476"	"DRIVE"	1960	211.89	59.18	271.07	152.71
"477"	"DRIVE"	1970	223.52	46.4	269.92	177.12
"478"	"DRIVE"	1980	205.37	47.22	252.59	158.15
"479"	"DRIVE"	1990	251.82	67.15	318.97	184.67
"480"	"DRIVE"	2000	250.07	77.38	327.45	172.69
"481"	"EFFECT"	1860	47.36	213.08	260.44	-165.72
"482"	"EFFECT"	1870	41.21	220.31	261.52	-179.1
"483"	"EFFECT"	1880	30.61	215.3	245.91	-184.69
"484"	"EFFECT"	1890	26.11	198.32	224.43	-172.21
"485"	"EFFECT"	1900	24.93	188.14	213.07	-163.21
"486"	"EFFECT"	1910	23.88	199.07	222.95	-175.19
"487"	"EFFECT"	1920	22.9	200.53	223.43	-177.63
"488"	"EFFECT"	1930	23.18	207.43	230.61	-184.25
"489"	"EFFECT"	1940	15.37	186.63	202	-171.26
"490"	"EFFECT"	1950	11.6	187.51	199.11	-175.91
"491"	"EFFECT"	1960	11.87	190.11	201.98	-178.24
"492"	"EFFECT"	1970	8.83	201.44	210.27	-192.61
"493"	"EFFECT"	1980	6.08	177.81	183.89	-171.73
"494"	"EFFECT"	1990	5.09	166.01	171.1	-160.92
"495"	"EFFECT"	2000	4.17	145.53	149.7	-141.36
"496"	"END"	1860	96	313.52	409.52	-217.52
"497"	"END"	1870	101.02	351.42	452.44	-250.4
"498"	"END"	1880	93.09	326.98	420.07	-233.89
"499"	"END"	1890	102.63	358.72	461.35	-256.09
"500"	"END"	1900	108.07	393.01	501.08	-284.94
"501"	"END"	1910	100.59	395.49	496.08	-294.9
"502"	"END"	1920	108.92	380.53	489.45	-271.61
"503"	"END"	1930	119.65	401.99	521.64	-282.34
"504"	"END"	1940	124.5	399.26	523.76	-274.76
"505"	"END"	1950	139.72	414.74	554.46	-275.02
"506"	"END"	1960	144.98	391.3	536.28	-246.32
"507"	"END"	1970	152.76	382.09	534.85	-229.33
"508"	"END"	1980	166.21	371.58	537.79	-205.37
"509"	"END"	1990	164.18	362.84	527.02	-198.66
"510"	"END"	2000	179.41	366.59	546	-187.18
"511"	"EXPERIENCE"	1860	37.08	131.15	168.23	-94.07
"512"	"EXPERIENCE"	1870	31.97	148.9	180.87	-116.93
"513"	"EXPERIENCE"	1880	26.59	144.69	171.28	-118.1
"514"	"EXPERIENCE"	1890	28.75	150.68	179.43	-121.93
"515"	"EXPERIENCE"	1900	29.81	161.04	190.85	-131.23
"516"	"EXPERIENCE"	1910	27.98	182.69	210.67	-154.71
"517"	"EXPERIENCE"	1920	31.25	157.5	188.75	-126.25
"518"	"EXPERIENCE"	1930	26.42	133.7	160.12	-107.28
"519"	"EXPERIENCE"	1940	27.79	139.37	167.16	-111.58
"520"	"EXPERIENCE"	1950	30.17	150.13	180.3	-119.96
"521"	"EXPERIENCE"	1960	32.01	132.94	164.95	-100.93
"522"	"EXPERIENCE"	1970	41.73	146.24	187.97	-104.51
"523"	"EXPERIENCE"	1980	41.46	132.89	174.35	-91.43
"524"	"EXPERIENCE"	1990	55.82	153.39	209.21	-97.57
"525"	"EXPERIENCE"	2000	67.47	164.01	231.48	-96.54
"526"	"FACE"	1860	41.46	655.47	696.93	-614.01
"527"	"FACE"	1870	55.61	729.66	785.27	-674.05
"528"	"FACE"	1880	59.46	658.65	718.11	-599.19
"529"	"FACE"	1890	73.36	658.39	731.75	-585.03
"530"	"FACE"	1900	99.46	699.43	798.89	-599.97
"531"	"FACE"	1910	110.61	652.52	763.13	-541.91
"532"	"FACE"	1920	124.92	592.26	717.18	-467.34
"533"	"FACE"	1930	146.27	636.29	782.56	-490.02
"534"	"FACE"	1940	148.73	636	784.73	-487.27
"535"	"FACE"	1950	167.59	560.94	728.53	-393.35
"536"	"FACE"	1960	159.48	568.12	727.6	-408.64
"537"	"FACE"	1970	159.53	546.04	705.57	-386.51
"538"	"FACE"	1980	166.65	534.73	701.38	-368.08
"539"	"FACE"	1990	157.08	570.64	727.72	-413.56
"540"	"FACE"	2000	171.24	574.91	746.15	-403.67
"541"	"FALL"	1860	453.66	83.85	537.51	369.81
"542"	"FALL"	1870	442.12	82.27	524.39	359.85
"543"	"FALL"	1880	392.66	77.18	469.84	315.48
"544"	"FALL"	1890	411.5	75.29	486.79	336.21
"545"	"FALL"	1900	378.82	74.88	453.7	303.94
"546"	"FALL"	1910	356.03	68.06	424.09	287.97
"547"	"FALL"	1920	348	91.25	439.25	256.75
"548"	"FALL"	1930	335.97	103.43	439.4	232.54
"549"	"FALL"	1940	312.78	76	388.78	236.78
"550"	"FALL"	1950	292.07	86.11	378.18	205.96
"551"	"FALL"	1960	296.6	87.89	384.49	208.71
"552"	"FALL"	1970	288.94	84.39	373.33	204.55
"553"	"FALL"	1980	330.32	90.63	420.95	239.69
"554"	"FALL"	1990	329.66	102.48	432.14	227.18
"555"	"FALL"	2000	335.59	101.05	436.64	234.54
"556"	"FEAR"	1860	141.14	137.52	278.66	3.62
"557"	"FEAR"	1870	134.55	128.91	263.46	5.64
"558"	"FEAR"	1880	121.21	121.21	242.42	0
"559"	"FEAR"	1890	115.75	120.28	236.03	-4.53
"560"	"FEAR"	1900	107	116.36	223.36	-9.36
"561"	"FEAR"	1910	83.6	114.54	198.14	-30.94
"562"	"FEAR"	1920	86.3	120.32	206.62	-34.02
"563"	"FEAR"	1930	72.5	101.79	174.29	-29.29
"564"	"FEAR"	1940	68.59	113.4	181.99	-44.81
"565"	"FEAR"	1950	62.01	106.44	168.45	-44.43
"566"	"FEAR"	1960	68.04	107.78	175.82	-39.74
"567"	"FEAR"	1970	82.38	108.08	190.46	-25.7
"568"	"FEAR"	1980	80.66	119.39	200.05	-38.73
"569"	"FEAR"	1990	59.3	101.44	160.74	-42.14
"570"	"FEAR"	2000	62.72	104.04	166.76	-41.32
"571"	"FIGHT"	1860	126.31	62.89	189.2	63.42
"572"	"FIGHT"	1870	98.98	61.2	160.18	37.78
"573"	"FIGHT"	1880	100.42	65.64	166.06	34.78
"574"	"FIGHT"	1890	122.97	83.7	206.67	39.27
"575"	"FIGHT"	1900	135.4	90.55	225.95	44.85
"576"	"FIGHT"	1910	171.97	115.91	287.88	56.06
"577"	"FIGHT"	1920	170.57	126.25	296.82	44.32
"578"	"FIGHT"	1930	162.82	110.8	273.62	52.02
"579"	"FIGHT"	1940	239.27	137.38	376.65	101.89
"580"	"FIGHT"	1950	196.41	117.1	313.51	79.31
"581"	"FIGHT"	1960	153.17	87.51	240.68	65.66
"582"	"FIGHT"	1970	149.35	88.39	237.74	60.96
"583"	"FIGHT"	1980	160.33	78.16	238.49	82.17
"584"	"FIGHT"	1990	129.89	64.5	194.39	65.39
"585"	"FIGHT"	2000	153.19	78.7	231.89	74.49
"586"	"FORCE"	1860	101.02	272.99	374.01	-171.97
"587"	"FORCE"	1870	109.67	259.8	369.47	-150.13
"588"	"FORCE"	1880	96.82	232.31	329.13	-135.49
"589"	"FORCE"	1890	101.78	250.53	352.31	-148.75
"590"	"FORCE"	1900	113.61	209.66	323.27	-96.05
"591"	"FORCE"	1910	120.06	230.67	350.73	-110.61
"592"	"FORCE"	1920	121.02	192.92	313.94	-71.9
"593"	"FORCE"	1930	119.57	201.16	320.73	-81.59
"594"	"FORCE"	1940	120.94	338.79	459.73	-217.85
"595"	"FORCE"	1950	118.49	339.7	458.19	-221.21
"596"	"FORCE"	1960	121.28	335.84	457.12	-214.56
"597"	"FORCE"	1970	133.66	272.24	405.9	-138.58
"598"	"FORCE"	1980	138.13	290.4	428.53	-152.27
"599"	"FORCE"	1990	112.39	187.89	300.28	-75.5
"600"	"FORCE"	2000	115.95	189.01	304.96	-73.06
"601"	"FORM"	1860	218.63	297.05	515.68	-78.42
"602"	"FORM"	1870	201.56	269.85	471.41	-68.29
"603"	"FORM"	1880	173.05	290.19	463.24	-117.14
"604"	"FORM"	1890	173.82	265.82	439.64	-92
"605"	"FORM"	1900	164.68	276.69	441.37	-112.01
"606"	"FORM"	1910	145.09	265.19	410.28	-120.1
"607"	"FORM"	1920	133.78	228.5	362.28	-94.72
"608"	"FORM"	1930	121.12	254.9	376.02	-133.78
"609"	"FORM"	1940	113.57	186.54	300.11	-72.97
"610"	"FORM"	1950	117.8	196	313.8	-78.2
"611"	"FORM"	1960	130.89	186.89	317.78	-56
"612"	"FORM"	1970	105.77	190.58	296.35	-84.81
"613"	"FORM"	1980	119.94	195.68	315.62	-75.74
"614"	"FORM"	1990	117.55	179.61	297.16	-62.06
"615"	"FORM"	2000	102.78	145.59	248.37	-42.81
"616"	"GLANCE"	1860	55.3	80.88	136.18	-25.58
"617"	"GLANCE"	1870	61.15	96.78	157.93	-35.63
"618"	"GLANCE"	1880	70.95	82.55	153.5	-11.6
"619"	"GLANCE"	1890	60.19	87.43	147.62	-27.24
"620"	"GLANCE"	1900	81.81	95.78	177.59	-13.97
"621"	"GLANCE"	1910	81.66	92.21	173.87	-10.55
"622"	"GLANCE"	1920	71.43	71.04	142.47	0.39
"623"	"GLANCE"	1930	85.04	57.47	142.51	27.57
"624"	"GLANCE"	1940	84.62	53.59	138.21	31.03
"625"	"GLANCE"	1950	83.53	45.91	129.44	37.62
"626"	"GLANCE"	1960	74.85	40.58	115.43	34.27
"627"	"GLANCE"	1970	76.11	39.29	115.4	36.82
"628"	"GLANCE"	1980	86.34	37.57	123.91	48.77
"629"	"GLANCE"	1990	78.67	33.43	112.1	45.24
"630"	"GLANCE"	2000	111.47	41.55	153.02	69.92
"631"	"GUARD"	1860	38.6	56.82	95.42	-18.22
"632"	"GUARD"	1870	37.02	57.55	94.57	-20.53
"633"	"GUARD"	1880	35.4	46.23	81.63	-10.83
"634"	"GUARD"	1890	36.59	59.72	96.31	-23.13
"635"	"GUARD"	1900	34.07	59.4	93.47	-25.33
"636"	"GUARD"	1910	32.75	76.98	109.73	-44.23
"637"	"GUARD"	1920	30.43	81.23	111.66	-50.8
"638"	"GUARD"	1930	30.64	94.83	125.47	-64.19
"639"	"GUARD"	1940	28.62	89.88	118.5	-61.26
"640"	"GUARD"	1950	26.97	110.13	137.1	-83.16
"641"	"GUARD"	1960	25.12	100.89	126.01	-75.77
"642"	"GUARD"	1970	25.5	95.88	121.38	-70.38
"643"	"GUARD"	1980	26.85	111.92	138.77	-85.07
"644"	"GUARD"	1990	22.56	76.48	99.04	-53.92
"645"	"GUARD"	2000	25.37	95.97	121.34	-70.6
"646"	"HEAD"	1860	18.39	556.14	574.53	-537.75
"647"	"HEAD"	1870	16.66	573.07	589.73	-556.41
"648"	"HEAD"	1880	16.96	549.76	566.72	-532.8
"649"	"HEAD"	1890	21.76	546.7	568.46	-524.94
"650"	"HEAD"	1900	24.8	582.44	607.24	-557.64
"651"	"HEAD"	1910	35.62	580	615.62	-544.38
"652"	"HEAD"	1920	49.78	583.95	633.73	-534.17
"653"	"HEAD"	1930	56.32	623.72	680.04	-567.4
"654"	"HEAD"	1940	75.34	660.98	736.32	-585.64
"655"	"HEAD"	1950	90.91	603.16	694.07	-512.25
"656"	"HEAD"	1960	93.24	588.81	682.05	-495.57
"657"	"HEAD"	1970	95.75	604.01	699.76	-508.26
"658"	"HEAD"	1980	110.73	594.11	704.84	-483.38
"659"	"HEAD"	1990	118.09	659.35	777.44	-541.26
"660"	"HEAD"	2000	139.55	678.3	817.85	-538.75
"661"	"HELP"	1860	221.95	62.25	284.2	159.7
"662"	"HELP"	1870	263.62	68.03	331.65	195.59
"663"	"HELP"	1880	253.3	69.61	322.91	183.69
"664"	"HELP"	1890	265.3	69.82	335.12	195.48
"665"	"HELP"	1900	273.23	69.07	342.3	204.16
"666"	"HELP"	1910	323.9	80.69	404.59	243.21
"667"	"HELP"	1920	293.34	74.44	367.78	218.9
"668"	"HELP"	1930	296.77	70.95	367.72	225.82
"669"	"HELP"	1940	340.78	89.92	430.7	250.86
"670"	"HELP"	1950	365.72	102.88	468.6	262.84
"671"	"HELP"	1960	365.51	100.84	466.35	264.67
"672"	"HELP"	1970	373.13	102.57	475.7	270.56
"673"	"HELP"	1980	422.65	104.37	527.02	318.28
"674"	"HELP"	1990	476.77	101.91	578.68	374.86
"675"	"HELP"	2000	523.59	109.4	632.99	414.19
"676"	"HOLD"	1860	495.76	56.88	552.64	438.88
"677"	"HOLD"	1870	503.38	56.69	560.07	446.69
"678"	"HOLD"	1880	525.75	60.51	586.26	465.24
"679"	"HOLD"	1890	528.53	61.7	590.23	466.83
"680"	"HOLD"	1900	551.48	54.66	606.14	496.82
"681"	"HOLD"	1910	560.53	63.91	624.44	496.62
"682"	"HOLD"	1920	601.82	56.76	658.58	545.06
"683"	"HOLD"	1930	632.94	51.69	684.63	581.25
"684"	"HOLD"	1940	617.28	49.74	667.02	567.54
"685"	"HOLD"	1950	590.33	43.9	634.23	546.43
"686"	"HOLD"	1960	560.85	35.61	596.46	525.24
"687"	"HOLD"	1970	572.55	38.75	611.3	533.8
"688"	"HOLD"	1980	550.3	37.89	588.19	512.41
"689"	"HOLD"	1990	567.67	43.66	611.33	524.01
"690"	"HOLD"	2000	548.96	39.11	588.07	509.85
"691"	"HOPE"	1860	256.99	264.7	521.69	-7.71
"692"	"HOPE"	1870	243.9	202.52	446.42	41.38
"693"	"HOPE"	1880	224.07	187.66	411.73	36.41
"694"	"HOPE"	1890	214.6	183.92	398.52	30.68
"695"	"HOPE"	1900	191.65	137.3	328.95	54.35
"696"	"HOPE"	1910	215.84	140.41	356.25	75.43
"697"	"HOPE"	1920	204.94	133.03	337.97	71.91
"698"	"HOPE"	1930	198.95	112.11	311.06	86.84
"699"	"HOPE"	1940	208.08	128.02	336.1	80.06
"700"	"HOPE"	1950	222.68	114.72	337.4	107.96
"701"	"HOPE"	1960	224.59	114.26	338.85	110.33
"702"	"HOPE"	1970	217	105.68	322.68	111.32
"703"	"HOPE"	1980	217.28	101.63	318.91	115.65
"704"	"HOPE"	1990	192.52	90.36	282.88	102.16
"705"	"HOPE"	2000	213.44	95.15	308.59	118.29
"706"	"INCREASE"	1860	57.63	43.85	101.48	13.78
"707"	"INCREASE"	1870	54.16	46.59	100.75	7.57
"708"	"INCREASE"	1880	49.83	41.59	91.42	8.24
"709"	"INCREASE"	1890	52.45	45.79	98.24	6.66
"710"	"INCREASE"	1900	57.41	49.6	107.01	7.81
"711"	"INCREASE"	1910	56.32	61	117.32	-4.68
"712"	"INCREASE"	1920	69.4	79.63	149.03	-10.23
"713"	"INCREASE"	1930	77.79	108.63	186.42	-30.84
"714"	"INCREASE"	1940	73.31	99.9	173.21	-26.59
"715"	"INCREASE"	1950	73.37	99.27	172.64	-25.9
"716"	"INCREASE"	1960	82.12	101.47	183.59	-19.35
"717"	"INCREASE"	1970	85.66	112.37	198.03	-26.71
"718"	"INCREASE"	1980	75.86	78.24	154.1	-2.38
"719"	"INCREASE"	1990	71.99	54.24	126.23	17.75
"720"	"INCREASE"	2000	66.01	42.06	108.07	23.95
"721"	"INFLUENCE"	1860	34.8	200.87	235.67	-166.07
"722"	"INFLUENCE"	1870	32.62	191.67	224.29	-159.05
"723"	"INFLUENCE"	1880	27.36	173.14	200.5	-145.78
"724"	"INFLUENCE"	1890	37.15	185.76	222.91	-148.61
"725"	"INFLUENCE"	1900	29.37	147.37	176.74	-118
"726"	"INFLUENCE"	1910	30.1	138.42	168.52	-108.32
"727"	"INFLUENCE"	1920	29.92	108.96	138.88	-79.04
"728"	"INFLUENCE"	1930	26.22	87.99	114.21	-61.77
"729"	"INFLUENCE"	1940	27.71	82.71	110.42	-55
"730"	"INFLUENCE"	1950	28.28	67.26	95.54	-38.98
"731"	"INFLUENCE"	1960	34.94	74.01	108.95	-39.07
"732"	"INFLUENCE"	1970	31.39	64.71	96.1	-33.32
"733"	"INFLUENCE"	1980	35.15	63.74	98.89	-28.59
"734"	"INFLUENCE"	1990	29.67	48.1	77.77	-18.43
"735"	"INFLUENCE"	2000	29.17	45.96	75.13	-16.79
"736"	"ISSUE"	1860	62.19	66.22	128.41	-4.03
"737"	"ISSUE"	1870	51.91	58.19	110.1	-6.28
"738"	"ISSUE"	1880	41.82	51.89	93.71	-10.07
"739"	"ISSUE"	1890	55.42	54.52	109.94	0.9
"740"	"ISSUE"	1900	49.78	66.86	116.64	-17.08
"741"	"ISSUE"	1910	47.54	78.48	126.02	-30.94
"742"	"ISSUE"	1920	70.61	124.37	194.98	-53.76
"743"	"ISSUE"	1930	71.89	127.55	199.44	-55.66
"744"	"ISSUE"	1940	65.48	124.54	190.02	-59.06
"745"	"ISSUE"	1950	58.32	164.36	222.68	-106.04
"746"	"ISSUE"	1960	55.63	173.1	228.73	-117.47
"747"	"ISSUE"	1970	54.06	191.26	245.32	-137.2
"748"	"ISSUE"	1980	49.84	206.88	256.72	-157.04
"749"	"ISSUE"	1990	34.19	204.4	238.59	-170.21
"750"	"ISSUE"	2000	31.99	202.14	234.13	-170.15
"751"	"JUDGE"	1860	82.22	91.09	173.31	-8.87
"752"	"JUDGE"	1870	85.06	109.99	195.05	-24.93
"753"	"JUDGE"	1880	105.78	109.76	215.54	-3.98
"754"	"JUDGE"	1890	74.54	91.11	165.65	-16.57
"755"	"JUDGE"	1900	80.87	115.92	196.79	-35.05
"756"	"JUDGE"	1910	80.47	99.67	180.14	-19.2
"757"	"JUDGE"	1920	74.44	115.83	190.27	-41.39
"758"	"JUDGE"	1930	73.61	125.42	199.03	-51.81
"759"	"JUDGE"	1940	65.61	107.31	172.92	-41.7
"760"	"JUDGE"	1950	64.31	104.07	168.38	-39.76
"761"	"JUDGE"	1960	64.82	138.58	203.4	-73.76
"762"	"JUDGE"	1970	62.6	113.13	175.73	-50.53
"763"	"JUDGE"	1980	60.41	103.02	163.43	-42.61
"764"	"JUDGE"	1990	43.48	67.12	110.6	-23.64
"765"	"JUDGE"	2000	42.71	71.71	114.42	-29
"766"	"LABOR"	1860	37.84	161.52	199.36	-123.68
"767"	"LABOR"	1870	32.67	181.51	214.18	-148.84
"768"	"LABOR"	1880	26.01	143.58	169.59	-117.57
"769"	"LABOR"	1890	21.05	138.17	159.22	-117.12
"770"	"LABOR"	1900	18.06	131.31	149.37	-113.25
"771"	"LABOR"	1910	19.47	169.98	189.45	-150.51
"772"	"LABOR"	1920	15.92	177	192.92	-161.08
"773"	"LABOR"	1930	18.27	267.93	286.2	-249.66
"774"	"LABOR"	1940	15.74	292.94	308.68	-277.2
"775"	"LABOR"	1950	13.44	180.38	193.82	-166.94
"776"	"LABOR"	1960	11.41	161.19	172.6	-149.78
"777"	"LABOR"	1970	10.39	119.73	130.12	-109.34
"778"	"LABOR"	1980	11.91	125.98	137.89	-114.07
"779"	"LABOR"	1990	7.89	69.45	77.34	-61.56
"780"	"LABOR"	2000	8.51	54.85	63.36	-46.34
"781"	"LAND"	1860	31.47	335.88	367.35	-304.41
"782"	"LAND"	1870	35.36	262.97	298.33	-227.61
"783"	"LAND"	1880	32.53	323.48	356.01	-290.95
"784"	"LAND"	1890	39.98	315.86	355.84	-275.88
"785"	"LAND"	1900	38.24	334.81	373.05	-296.57
"786"	"LAND"	1910	46.83	294.55	341.38	-247.72
"787"	"LAND"	1920	53.92	265.99	319.91	-212.07
"788"	"LAND"	1930	43.21	279.64	322.85	-236.43
"789"	"LAND"	1940	52.89	271.49	324.38	-218.6
"790"	"LAND"	1950	55.5	239.69	295.19	-184.19
"791"	"LAND"	1960	51.28	226.22	277.5	-174.94
"792"	"LAND"	1970	44.6	254.07	298.67	-209.47
"793"	"LAND"	1980	47.14	230.87	278.01	-183.73
"794"	"LAND"	1990	49	209.06	258.06	-160.06
"795"	"LAND"	2000	56.45	189.15	245.6	-132.7
"796"	"LAUGH"	1860	180.96	41.46	222.42	139.5
"797"	"LAUGH"	1870	212.36	54.76	267.12	157.6
"798"	"LAUGH"	1880	205.15	56.1	261.25	149.05
"799"	"LAUGH"	1890	208.75	42.91	251.66	165.84
"800"	"LAUGH"	1900	284.32	57.63	341.95	226.69
"801"	"LAUGH"	1910	277.6	55.84	333.44	221.76
"802"	"LAUGH"	1920	256.55	52.16	308.71	204.39
"803"	"LAUGH"	1930	243.02	35.6	278.62	207.42
"804"	"LAUGH"	1940	236.99	34.09	271.08	202.9
"805"	"LAUGH"	1950	218.01	31.64	249.65	186.37
"806"	"LAUGH"	1960	217.74	31.76	249.5	185.98
"807"	"LAUGH"	1970	219.15	29.58	248.73	189.57
"808"	"LAUGH"	1980	203.23	27.01	230.24	176.22
"809"	"LAUGH"	1990	222.04	32.39	254.43	189.65
"810"	"LAUGH"	2000	195.73	35.18	230.91	160.55
"811"	"LEAD"	1860	276.2	20.73	296.93	255.47
"812"	"LEAD"	1870	289.73	19.34	309.07	270.39
"813"	"LEAD"	1880	262.3	20.46	282.76	241.84
"814"	"LEAD"	1890	291.55	24.64	316.19	266.91
"815"	"LEAD"	1900	284.37	26.66	311.03	257.71
"816"	"LEAD"	1910	259.28	26.84	286.12	232.44
"817"	"LEAD"	1920	270.67	36.05	306.72	234.62
"818"	"LEAD"	1930	241.47	34.33	275.8	207.14
"819"	"LEAD"	1940	243.66	35.58	279.24	208.08
"820"	"LEAD"	1950	259.32	41.56	300.88	217.76
"821"	"LEAD"	1960	269.81	43.13	312.94	226.68
"822"	"LEAD"	1970	277.37	39.34	316.71	238.03
"823"	"LEAD"	1980	308.23	55.6	363.83	252.63
"824"	"LEAD"	1990	270.04	46.53	316.57	223.51
"825"	"LEAD"	2000	291.76	52.21	343.97	239.55
"826"	"LIE"	1860	232.93	61.02	293.95	171.91
"827"	"LIE"	1870	214.4	48.68	263.08	165.72
"828"	"LIE"	1880	207.73	49.25	256.98	158.48
"829"	"LIE"	1890	221.92	51.36	273.28	170.56
"830"	"LIE"	1900	216.71	60.16	276.87	156.55
"831"	"LIE"	1910	217.74	47.14	264.88	170.6
"832"	"LIE"	1920	195.22	51.58	246.8	143.64
"833"	"LIE"	1930	208.62	47.68	256.3	160.94
"834"	"LIE"	1940	210.32	52.23	262.55	158.09
"835"	"LIE"	1950	186.16	58.45	244.61	127.71
"836"	"LIE"	1960	189.86	47.81	237.67	142.05
"837"	"LIE"	1970	192.18	47.75	239.93	144.43
"838"	"LIE"	1980	162.16	39.95	202.11	122.21
"839"	"LIE"	1990	180.22	41.57	221.79	138.65
"840"	"LIE"	2000	164.79	35.08	199.87	129.71
"841"	"LIGHT"	1860	60.9	296.99	357.89	-236.09
"842"	"LIGHT"	1870	64.27	320.47	384.74	-256.2
"843"	"LIGHT"	1880	59.69	292.72	352.41	-233.03
"844"	"LIGHT"	1890	64.86	316.95	381.81	-252.09
"845"	"LIGHT"	1900	63.71	309.03	372.74	-245.32
"846"	"LIGHT"	1910	61.8	286.51	348.31	-224.71
"847"	"LIGHT"	1920	64.61	299.43	364.04	-234.82
"848"	"LIGHT"	1930	70.95	320.11	391.06	-249.16
"849"	"LIGHT"	1940	76.7	327.98	404.68	-251.28
"850"	"LIGHT"	1950	63.28	310.11	373.39	-246.83
"851"	"LIGHT"	1960	65.53	310.72	376.25	-245.19
"852"	"LIGHT"	1970	58.73	307.08	365.81	-248.35
"853"	"LIGHT"	1980	52.58	308.87	361.45	-256.29
"854"	"LIGHT"	1990	58.69	377.04	435.73	-318.35
"855"	"LIGHT"	2000	55.39	352.52	407.91	-297.13
"856"	"LOOK"	1860	1123.5	188.9	1312.4	934.6
"857"	"LOOK"	1870	1226.32	176.57	1402.89	1049.75
"858"	"LOOK"	1880	1230.02	200.02	1430.04	1030
"859"	"LOOK"	1890	1166.95	170.46	1337.41	996.49
"860"	"LOOK"	1900	1194.08	188.63	1382.71	1005.45
"861"	"LOOK"	1910	1366.17	188.57	1554.74	1177.6
"862"	"LOOK"	1920	1315.01	169.82	1484.83	1145.19
"863"	"LOOK"	1930	1511.31	154.67	1665.98	1356.64
"864"	"LOOK"	1940	1660.21	177.56	1837.77	1482.65
"865"	"LOOK"	1950	1513.27	169.64	1682.91	1343.63
"866"	"LOOK"	1960	1486.59	183.93	1670.52	1302.66
"867"	"LOOK"	1970	1461.76	176.19	1637.95	1285.57
"868"	"LOOK"	1980	1474.8	178.28	1653.08	1296.52
"869"	"LOOK"	1990	1730.55	187.68	1918.23	1542.87
"870"	"LOOK"	2000	1675.64	212.01	1887.65	1463.63
"871"	"LOVE"	1860	368.29	408.99	777.28	-40.7
"872"	"LOVE"	1870	372.43	402.41	774.84	-29.98
"873"	"LOVE"	1880	361.14	386.91	748.05	-25.77
"874"	"LOVE"	1890	341.54	414.57	756.11	-73.03
"875"	"LOVE"	1900	297.5	283.44	580.94	14.06
"876"	"LOVE"	1910	274.9	244.05	518.95	30.85
"877"	"LOVE"	1920	252.45	237.36	489.81	15.09
"878"	"LOVE"	1930	205.46	184.29	389.75	21.17
"879"	"LOVE"	1940	208.12	189.61	397.73	18.51
"880"	"LOVE"	1950	233.05	210.59	443.64	22.46
"881"	"LOVE"	1960	225.89	209.34	435.23	16.55
"882"	"LOVE"	1970	249.31	215.45	464.76	33.86
"883"	"LOVE"	1980	262.32	204.22	466.54	58.1
"884"	"LOVE"	1990	280.77	216.7	497.47	64.07
"885"	"LOVE"	2000	319.54	209.84	529.38	109.7
"886"	"MARK"	1860	56.23	79.71	135.94	-23.48
"887"	"MARK"	1870	50.51	36.97	87.48	13.54
"888"	"MARK"	1880	48	49.68	97.68	-1.68
"889"	"MARK"	1890	51.55	38.76	90.31	12.79
"890"	"MARK"	1900	56.92	52.17	109.09	4.75
"891"	"MARK"	1910	49.88	49.88	99.76	0
"892"	"MARK"	1920	45.92	72.84	118.76	-26.92
"893"	"MARK"	1930	44.44	64.35	108.79	-19.91
"894"	"MARK"	1940	41.21	69.71	110.92	-28.5
"895"	"MARK"	1950	42.54	60.05	102.59	-17.51
"896"	"MARK"	1960	49.69	73.55	123.24	-23.86
"897"	"MARK"	1970	47.67	70.22	117.89	-22.55
"898"	"MARK"	1980	42.26	96.71	138.97	-54.45
"899"	"MARK"	1990	40.75	82.79	123.54	-42.04
"900"	"MARK"	2000	39.01	88.37	127.38	-49.36
"901"	"MASTER"	1860	14.77	228.26	243.03	-213.49
"902"	"MASTER"	1870	15.31	172.33	187.64	-157.02
"903"	"MASTER"	1880	15	196	211	-181
"904"	"MASTER"	1890	13.6	165.32	178.92	-151.72
